Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:27:57  0                   0             0            0               86658           0                  1654               0                         245      
Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:27:59  0                   0             0            0               86658           0                  1654               0                         245      
22:28:01  0                   0             0            0               86658           0                  1654               0                         245      
22:28:03  0                   0             0            0               86658           0                  1654               0                         245      
22:28:05  0                   0             0            0               86658           0                  1654               0                         245      
22:28:07  0                   0             0            0               86658           0                  1654               0                         245      
22:28:09  0                   0             0            0               86658           0                  1654               0                         245      
22:28:11  0                   0             0            0               86658           0                  1654               0                         245      
22:28:13  0                   0             0            0               86658           0                  1654               0                         245      
22:28:15  0                   0             0            0               86658           0                  1654               0                         245      
22:28:17  0                   0             0            0               86658           0                  1654               0                         245      
22:28:19  0                   0             0            0               86658           0                  1654               0                         245      
22:28:21  0                   0             0            0               86658           0                  1654               0                         245      
22:28:23  0                   0             0            0               86658           0                  1654               0                         245      
22:28:25  0                   0             0            0               86658           0                  1654               0                         245      
22:28:27  0                   0             0            0               86658           0                  1654               0                         245      
22:28:29  0                   0             0            0               86658           0                  1654               0                         245      
22:28:31  0                   0             0            0               86658           0                  1654               0                         245      
22:28:33  0                   0             0            0               86658           0                  1654               0                         245      
22:28:35  0                   0             0            0               86658           0                  1654               0                         245      
22:28:37  0                   0             0            0               86658           0                  1654               0                         245      
22:28:39  0                   0             0            0               86658           0                  1654               0                         245      
22:28:41  0                   0             0            0               86658           0                  1654               0                         245      
22:28:43  0                   0             0            0               86658           0                  1654               0                         245      
22:28:45  0                   0             0            0               86658           0                  1654               0                         245      
22:28:47  0                   0             0            0               86658           0                  1654               0                         245      
22:28:49  0                   0             0            0               86658           0                  1654               0                         245      
22:28:51  0                   0             0            0               86658           0                  1654               0                         245      
22:28:53  0                   0             0            0               86658           0                  1654               0                         245      
22:28:55  0                   0             0            0               86658           0                  1654               0                         245      
22:28:57  0                   0             0            0               86658           0                  1654               0                         245      
22:28:59  0                   0             0            0               86658           0                  1654               0                         245      
22:29:01  0                   0             0            0               86658           0                  1654               0                         245      
22:29:03  0                   0             0            0               86658           0                  1654               0                         245      
22:29:05  0                   0             0            0               86658           0                  1654               0                         245      
22:29:07  0                   0             0            0               86658           0                  1654               0                         245      
22:29:09  0                   0             0            0               86658           0                  1654               0                         245      
22:29:11  0                   0             0            0               86658           0                  1654               0                         245      
22:29:13  0                   0             0            0               86658           0                  1654               0                         245      
22:29:15  0                   0             0            0               86658           0                  1654               0                         245      
22:29:17  0                   0             0            0               86658           0                  1654               0                         245      
22:29:19  0                   0             0            0               86658           0                  1654               0                         245      
22:29:21  0                   0             0            0               86658           0                  1654               0                         245      
22:29:23  0                   0             0            0               86658           0                  1654               0                         245      
22:29:25  0                   0             0            0               86658           0                  1654               0                         245      
22:29:27  0                   0             0            0               86658           0                  1654               0                         245      
22:29:29  0                   0             0            0               86658           0                  1654               0                         245      
22:29:31  0                   0             0            0               86658           0                  1654               0                         245      
22:29:33  0                   0             0            0               86658           0                  1654               0                         245      
22:29:35  0                   0             0            0               86658           0                  1654               0                         245      
22:29:37  0                   0             0            0               86658           0                  1654               0                         245      
22:29:39  0                   0             0            0               86658           0                  1654               0                         245      
Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:29:41  0                   0             0            0               86658           0                  1654               0                         245      
22:29:43  0                   0             0            0               86658           0                  1654               0                         245      
22:29:45  0                   0             0            0               86658           0                  1654               0                         245      
22:29:47  0                   0             0            0               86658           0                  1654               0                         245      
22:29:49  0                   0             0            0               86658           0                  1654               0                         245      
22:29:51  0                   0             0            0               86658           0                  1654               0                         245      
22:29:53  0                   0             0            0               86658           0                  1654               0                         245      
22:29:55  0                   0             0            0               86658           0                  1654               0                         245      
22:29:57  0                   0             0            0               86658           0                  1654               0                         245      
22:30:00  0                   0             0            0               86658           0                  1654               0                         245      
22:30:02  0                   0             0            0               86658           0                  1654               0                         245      
22:30:04  0                   0             0            0               86658           0                  1654               0                         245      
22:30:06  0                   0             0            0               86658           0                  1654               0                         245      
22:30:08  0                   0             0            0               86658           0                  1654               0                         245      
22:30:10  0                   0             0            0               86658           0                  1654               0                         245      
22:30:12  0                   0             0            0               86658           0                  1654               0                         245      
22:30:14  0                   0             0            0               86658           0                  1654               0                         245      
22:30:16  0                   0             0            0               86658           0                  1654               0                         245      
22:30:18  0                   0             0            0               86658           0                  1654               0                         245      
22:30:20  0                   0             0            0               86658           0                  1654               0                         245      
22:30:22  0                   0             0            0               86658           0                  1654               0                         245      
22:30:24  0                   0             0            0               86658           0                  1654               0                         245      
22:30:26  0                   0             0            0               86658           0                  1654               0                         245      
22:30:28  0                   0             0            0               86658           0                  1654               0                         245      
22:30:30  0                   0             0            0               86658           0                  1654               0                         245      
22:30:32  0                   0             0            0               86658           0                  1654               0                         245      
22:30:34  0                   0             0            0               86658           0                  1654               0                         245      
22:30:36  0                   0             0            0               86658           0                  1654               0                         245      
22:30:38  0                   0             0            0               86658           0                  1654               0                         245      
22:30:40  0                   0             0            0               86658           0                  1654               0                         245      
22:30:42  0                   0             0            0               86658           0                  1654               0                         245      
22:30:44  0                   0             0            0               86658           0                  1654               0                         245      
22:30:46  0                   0             0            0               86658           0                  1654               0                         245      
22:30:48  0                   0             0            0               86658           0                  1654               0                         245      
22:30:50  0                   0             0            0               86658           0                  1654               0                         245      
22:30:52  0                   0             0            0               86658           0                  1654               0                         245      
22:30:54  0                   0             0            0               86658           0                  1654               0                         245      
22:30:56  0                   0             0            0               86658           0                  1654               0                         245      
22:30:58  0                   0             0            0               86658           0                  1654               0                         245      
22:31:00  0                   0             0            0               86658           0                  1654               0                         245      
22:31:02  0                   0             0            0               86658           0                  1654               0                         245      
22:31:04  0                   0             0            0               86658           0                  1654               0                         245      
22:31:06  0                   0             0            0               86658           0                  1654               0                         245      
22:31:08  0                   0             0            0               86658           0                  1654               0                         245      
22:31:10  0                   0             0            0               86658           0                  1654               0                         245      
