Time      numa_hit numa_miss numa_foreign numa_interleave numa_local numa_other
22:34:33  615237915 0         0            41252           615210293  27622     
22:34:35  615262684 0         0            41252           615235062  27622     
22:34:37  615285057 0         0            41252           615257435  27622     
22:34:39  615305641 0         0            41252           615278019  27622     
22:34:41  615327363 0         0            41252           615299741  27622     
22:34:43  615347316 0         0            41252           615319694  27622     
22:34:45  615375344 0         0            41252           615347722  27622     
22:34:47  615398656 0         0            41252           615371034  27622     
Time      numa_hit numa_miss numa_foreign numa_interleave numa_local numa_other
22:34:49  615421417 0         0            41252           615393795  27622     
22:34:51  615443920 0         0            41252           615416298  27622     
22:34:53  615466917 0         0            41252           615439295  27622     
22:34:55  615488617 0         0            41252           615460995  27622     
22:34:57  615509752 0         0            41252           615482130  27622     
22:34:59  615519316 0         0            41252           615491694  27622     
22:35:01  615523914 0         0            41252           615496292  27622     
22:35:03  615526467 0         0            41252           615498845  27622     
22:35:05  615529173 0         0            41252           615501551  27622     
22:35:07  615531773 0         0            41252           615504151  27622     
22:35:09  615534210 0         0            41252           615506588  27622     
22:35:11  615537011 0         0            41252           615509389  27622     
22:35:13  615539536 0         0            41252           615511914  27622     
22:35:15  615542505 0         0            41252           615514883  27622     
22:35:17  615545043 0         0            41252           615517421  27622     
22:35:19  615547758 0         0            41252           615520136  27622     
22:35:21  615550380 0         0            41252           615522758  27622     
22:35:23  615553036 0         0            41252           615525414  27622     
