Linux 3.2.0-31-virtual (ip-10-124-138-93) 	06/17/2014 	_x86_64_	(2 CPU)
12:42:14 AM    -39.50      1.00     -0.50
12:42:16 AM     -4.00      0.00      2.50
12:42:18 AM    -58.00      0.00      0.50
12:42:20 AM     -1.00      1.00     -1.00
12:42:22 AM    -47.50      0.00      2.00
12:42:24 AM    -19.00      0.00      0.00
12:42:26 AM     16.00      1.00      0.50
12:42:28 AM    -65.00      0.00      0.00
12:42:30 AM     14.50      0.00      0.50
12:42:32 AM    -39.50      1.00      0.50
12:42:34 AM    -15.00      0.00      0.00
12:42:36 AM    -29.50      0.00      1.00
12:42:38 AM     -4.98      1.00     -1.00
12:42:40 AM    -23.50      0.00      1.00
12:42:42 AM    -44.50      0.00      0.50
12:42:44 AM     11.00      1.00     -0.50
12:42:46 AM    -90.50      0.00      1.00
12:42:48 AM   -378.61      0.00      1.00
12:42:50 AM   -358.50      1.00     16.50
12:42:52 AM    -32.50      0.00      2.00
12:42:54 AM    -16.50      0.00      0.50
12:42:56 AM      1.00      1.00      0.50
12:42:58 AM   -188.00      0.00      0.50
12:43:00 AM    -20.00      0.00      0.00
12:43:02 AM    -19.50      1.00      0.50
12:43:04 AM     -8.00      0.00      0.00
12:43:06 AM     26.50      0.00      1.00
12:43:08 AM    -13.00      1.00      1.00
12:43:10 AM     13.00      0.00      0.00
12:43:12 AM    -36.23      0.00      1.45
12:43:14 AM     29.50      1.00      0.00
12:43:16 AM    -19.50      0.00      0.50
12:43:18 AM     27.50      1.00     -1.00
12:43:20 AM     -6.50      0.00      1.50
12:43:22 AM    -13.59      0.00      0.49
12:43:24 AM     15.50      1.00      0.00
12:43:26 AM    -19.50      0.00      0.50
12:43:28 AM      5.00      0.00      0.00
12:43:30 AM    -11.50      1.00      0.50
12:43:32 AM    -12.62      0.00      0.97
12:43:34 AM    -10.50      0.00      1.00
12:43:36 AM      6.50      1.00      2.50
12:43:38 AM     29.50      0.00      0.00
12:43:40 AM    -21.50      0.00      0.50
12:43:42 AM     40.50      1.00     -1.00
12:43:44 AM    -17.00      0.00      1.50
12:43:46 AM     -4.90      0.00      0.49
12:43:48 AM    -16.50      1.00     -1.00
12:43:50 AM     28.50      0.00      1.50
12:43:52 AM      4.00      0.00      0.00
12:43:54 AM    -18.54      0.98      0.98
12:43:56 AM    -17.50      0.00      0.00
12:43:58 AM     19.50      0.00      0.50
12:44:00 AM    -18.50      1.00      0.50
12:44:02 AM      7.00      0.00      0.50
12:44:04 AM     15.50      0.00      0.50
12:44:06 AM    -19.50      1.00      0.50
12:44:08 AM      5.00      0.00      0.50
12:44:10 AM     -3.00      0.00      0.00
12:44:12 AM     -3.43      0.98      0.98
12:44:14 AM     34.50      0.00      0.00
12:44:16 AM    -14.50      0.00      0.50
12:44:18 AM    -18.50      1.00      0.50
12:44:20 AM     11.50      0.00      0.00
12:44:22 AM     31.50      0.00      0.50
12:44:24 AM    -19.70      0.99      0.49
12:44:26 AM      3.92      0.00      0.98
12:44:28 AM     15.00      0.00      0.50
12:44:30 AM    -29.50      1.00      0.50
12:44:32 AM     -3.00      0.00      0.50
12:44:34 AM     21.29      0.00      0.50
12:44:36 AM    -17.50      1.00      1.00
12:44:38 AM     11.50      0.00      0.00
12:44:40 AM      6.00      0.00      0.50
12:44:42 AM     -9.50      1.00      0.50
12:44:44 AM    -19.00      0.00      0.00
12:44:46 AM     26.50      0.00      0.50
12:44:48 AM   -864.50      1.00      0.50
