Linux 3.2.0-31-virtual (ip-10-124-138-93) 	06/17/2014 	_x86_64_	(2 CPU)

12:20:52 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
12:40:18 AM     all     16.81      0.00      3.77      0.00      0.29      0.00      0.00      0.00     79.13
12:40:20 AM     all     16.05      0.00      5.16      0.00      0.57      0.00      0.00      0.00     78.22
12:40:22 AM     all     19.17      0.00      5.00      0.28      0.28      0.00      0.00      0.00     75.28
12:40:24 AM     all     16.34      0.00      5.63      0.00      0.56      0.00      0.28      0.00     77.18
12:40:26 AM     all     20.21      0.00      5.05      0.00      3.46      0.00      0.27      0.00     71.01
12:40:28 AM     all     17.90      0.00      3.69      0.00      0.57      0.00      0.00      0.00     77.84
12:40:30 AM     all     16.57      0.00      4.36      0.00      0.29      0.00      0.00      0.00     78.78
12:40:32 AM     all     17.86      0.00      5.22      0.00      1.92      0.00      0.00      0.00     75.00
12:40:34 AM     all     17.27      0.00      5.85      0.28      0.28      0.00      0.28      0.00     76.04
12:40:36 AM     all     16.03      0.00      4.66      0.00      0.29      0.00      0.00      0.00     79.01
12:40:38 AM     all     17.56      0.00      4.82      0.00      0.57      0.00      0.00      0.00     77.05
12:40:40 AM     all     17.75      0.00      6.20      0.00      0.28      0.00      0.00      0.00     75.77
12:40:42 AM     all     16.67      0.00      3.67      0.00      2.26      0.00      0.00      0.00     77.40
12:40:44 AM     all     17.09      0.00      5.41      0.00      0.28      0.00      0.00      0.00     77.21
12:40:46 AM     all     17.05      0.00      4.83      0.00      0.57      0.00      0.00      0.00     77.56
12:40:48 AM     all     31.50      0.00      6.82      0.00      6.82      0.00      0.52      0.00     54.33
12:40:50 AM     all     37.77      0.00      9.31      0.00      0.80      0.00      0.27      0.00     51.86
12:40:52 AM     all     39.32      0.00      8.07      0.26      0.26      0.00      0.78      0.00     51.30
12:40:54 AM     all     39.64      0.00      9.46      0.00      1.02      0.00      0.26      0.00     49.62
12:40:56 AM     all     37.80      0.00     10.76      0.00      0.52      0.00      0.00      0.00     50.92
12:40:58 AM     all     37.31      0.00      9.14      0.00      2.03      0.00      0.25      0.00     51.27
12:41:00 AM     all     39.20      0.00     11.06      0.00      1.51      0.00      0.25      0.00     47.99
12:41:02 AM     all     37.56      0.00     10.98      0.00      3.41      0.00      0.24      0.00     47.80
12:41:04 AM     all     36.62      0.00     10.39      0.00      0.78      0.00      1.04      0.00     51.17
12:41:06 AM     all     36.41      0.00     13.22      0.00      2.99      0.00      0.50      0.00     46.88
12:41:08 AM     all     37.18      0.00     11.03      0.00      0.26      0.00      0.26      0.00     51.28
12:41:10 AM     all     37.04      0.00     13.58      0.25      3.70      0.00      0.00      0.00     45.43
12:41:12 AM     all     37.66      0.00     10.91      0.00      0.26      0.00      0.00      0.00     51.17
12:41:14 AM     all     36.66      0.00      8.98      0.00      3.49      0.00      0.75      0.00     50.12
12:41:16 AM     all     38.94      0.00     13.07      0.00      0.25      0.00      0.00      0.00     47.74
12:41:18 AM     all     36.99      0.00      9.69      0.00      2.81      0.00      0.77      0.00     49.74
12:41:20 AM     all     39.12      0.00      9.59      0.00      0.52      0.00      0.26      0.00     50.52
12:41:22 AM     all     38.52      0.00      9.69      0.26      0.77      0.00      0.00      0.00     50.77
12:41:24 AM     all     40.00      0.00     11.14      0.00      0.25      0.00      0.51      0.00     48.10
12:41:26 AM     all     35.45      0.00     10.05      0.00      0.26      0.00      0.53      0.00     53.70
12:41:28 AM     all     39.80      0.00      9.44      0.00      0.26      0.00      0.26      0.00     50.26
12:41:30 AM     all     37.97      0.00     10.63      0.00      0.25      0.00      0.25      0.00     50.89
12:41:32 AM     all     38.02      0.00     11.98      0.00      0.52      0.00      0.26      0.00     49.22
12:41:34 AM     all     39.33      0.00      8.74      0.00      0.26      0.00      0.26      0.00     51.41
12:41:36 AM     all     41.18      0.00      8.18      0.00      0.26      0.00      0.00      0.00     50.38
12:41:38 AM     all     39.05      0.00     10.45      0.25      0.25      0.00      0.25      0.00     49.75
12:41:40 AM     all     40.51      0.00      9.11      0.00      0.51      0.00      0.25      0.00     49.62
12:41:42 AM     all     37.95      0.00      9.23      0.00      2.82      0.00      1.03      0.00     48.97
12:41:44 AM     all     36.34      0.00     10.82      0.00      0.26      0.00      0.52      0.00     52.06
12:41:46 AM     all     36.08      0.00     10.82      0.00      0.26      0.00      1.03      0.00     51.80
12:41:48 AM     all     38.58      0.00     10.15      0.00      0.25      0.00      0.25      0.00     50.76
12:41:50 AM     all     38.69      0.00     11.06      0.00      0.50      0.00      0.25      0.00     49.50
12:41:52 AM     all     37.53      0.00     10.83      0.00      0.50      0.00      0.50      0.00     50.63
12:41:54 AM     all     38.62      0.00     10.49      0.00      0.00      0.00      0.26      0.00     50.64
12:41:56 AM     all     35.68      0.00     12.31      0.25      0.75      0.00      0.25      0.00     50.75
12:41:58 AM     all     38.19      0.00     10.30      0.00      0.25      0.00      0.50      0.00     50.75
12:42:00 AM     all     39.01      0.00      9.88      0.00      1.48      0.00      0.49      0.00     49.14
12:42:02 AM     all     33.85      0.00     11.87      0.00      9.23      0.00      1.32      0.00     43.74
12:42:04 AM     all     41.08      0.00      8.31      0.00      0.49      0.00      0.73      0.00     49.39
12:42:06 AM     all     39.01      0.00      9.63      0.00      0.49      0.00      0.49      0.00     50.37
12:42:08 AM     all     39.90      0.00      9.73      0.50      0.50      0.00      0.50      0.00     48.88
12:42:10 AM     all     39.95      0.00      9.31      0.00      1.96      0.00      1.23      0.00     47.55
12:42:12 AM     all     37.50      0.00     10.46      0.00      0.51      0.00      0.51      0.00     51.02
12:42:14 AM     all     38.15      0.00     10.72      0.00      2.74      0.00      0.50      0.00     47.88
12:42:16 AM     all     38.27      0.00      9.63      0.00      2.47      0.00      0.99      0.00     48.64
12:42:18 AM     all     40.61      0.00      8.12      0.00      0.25      0.00      0.51      0.00     50.51
12:42:20 AM     all     38.76      0.00     10.77      0.00      2.63      0.00      0.72      0.00     47.13
12:42:22 AM     all     38.66      0.00      9.28      0.00      0.26      0.00      0.26      0.00     51.55
12:42:24 AM     all     37.31      0.00     11.44      0.00      2.49      0.00      0.75      0.00     48.01
12:42:26 AM     all     39.10      0.00     10.53      0.00      0.75      0.00      0.75      0.00     48.87
12:42:28 AM     all     37.92      0.00      9.61      0.00      0.26      0.00      0.78      0.00     51.43
12:42:30 AM     all     39.44      0.00      8.40      0.00      0.25      0.00      1.02      0.00     50.89
12:42:32 AM     all     38.14      0.00      9.28      0.26      0.52      0.00      0.26      0.00     51.55
12:42:34 AM     all     36.67      0.00     10.77      0.00      0.26      0.00      0.51      0.00     51.79
12:42:36 AM     all     37.75      0.00     10.75      0.00      0.25      0.00      1.50      0.00     49.75
12:42:38 AM     all     36.60      0.00     10.05      0.00      0.77      0.00      0.77      0.00     51.80
12:42:40 AM     all     39.22      0.00      8.82      0.00      0.49      0.00      0.74      0.00     50.74
12:42:42 AM     all     39.50      0.00      9.75      0.00      0.25      0.00      0.25      0.00     50.25
12:42:44 AM     all     38.11      0.00      9.21      0.26      0.26      0.00      0.51      0.00     51.66
12:42:46 AM     all     41.36      0.00      9.00      0.00      0.49      0.00      0.49      0.00     48.66
12:42:48 AM     all     38.50      0.00      6.98      0.00      1.81      0.00      0.78      0.00     51.94
12:42:50 AM     all     49.89      0.00     12.36      0.00     23.18      0.00      1.55      0.00     13.02
12:42:52 AM     all     52.14      0.00     15.48      0.00     14.76      0.00      2.38      0.00     15.24
12:42:54 AM     all     54.83      0.00     15.70      0.00     13.53      0.00      2.42      0.00     13.53
12:42:56 AM     all     45.18      0.00     13.07      0.00     20.87      0.00      3.44      0.00     17.43
12:42:58 AM     all     53.73      0.00     16.14      0.00     19.04      0.00      1.93      0.00      9.16
12:43:00 AM     all     55.21      0.00     13.74      0.00     19.43      0.00      1.42      0.00     10.19
12:43:02 AM     all     51.13      0.00     15.61      0.00     21.04      0.00      2.49      0.00      9.73
12:43:04 AM     all     51.47      0.00     14.29      0.00     19.27      0.00      2.95      0.00     12.02
12:43:06 AM     all     51.18      0.00     14.22      0.00     18.72      0.00      2.84      0.00     13.03
12:43:08 AM     all     53.08      0.00     15.40      0.00     18.01      0.00      2.84      0.00     10.66
12:43:10 AM     all     50.46      0.00     13.24      0.00     19.86      0.23      1.83      0.00     14.38
12:43:12 AM     all     50.61      0.00     15.48      0.00     19.16      0.00      1.97      0.00     12.78
12:43:14 AM     all     54.65      0.00     15.04      0.00     19.09      0.00      2.39      0.00      8.83
12:43:16 AM     all     55.93      0.00     14.04      0.00     12.11      0.00      2.18      0.00     15.74
12:43:18 AM     all     47.91      0.00     13.95      0.00     20.47      0.00      1.63      0.00     16.05
12:43:20 AM     all     55.58      0.00     15.20      0.00     12.35      0.00      2.85      0.00     14.01
12:43:22 AM     all     51.83      0.00     16.28      0.00     16.74      0.00      1.83      0.00     13.30
12:43:24 AM     all     57.21      0.00     13.26      0.00     16.28      0.00      1.63      0.00     11.63
12:43:26 AM     all     53.07      0.00     15.48      0.00     16.71      0.00      1.23      0.00     13.51
12:43:28 AM     all     50.80      0.00     14.35      0.00     20.73      0.00      2.28      0.00     11.85
12:43:30 AM     all     55.40      0.00     13.38      0.00     15.96      0.00      1.88      0.00     13.38
12:43:32 AM     all     53.41      0.00     14.15      0.00     17.56      0.00      2.93      0.00     11.95
12:43:34 AM     all     54.20      0.00     14.39      0.00     16.07      0.00      3.12      0.00     12.23
12:43:36 AM     all     51.07      0.00     13.84      0.00     20.29      0.00      3.34      0.00     11.46
12:43:38 AM     all     52.11      0.00     14.55      0.00     19.95      0.00      2.58      0.00     10.80
12:43:40 AM     all     54.82      0.00     14.35      0.00     16.00      0.00      3.29      0.00     11.53
12:43:42 AM     all     52.88      0.00     13.70      0.00     18.99      0.00      2.88      0.00     11.54
12:43:44 AM     all     50.59      0.00     12.94      0.00     18.35      0.00      3.29      0.00     14.82
12:43:46 AM     all     50.35      0.00     14.29      0.00     18.97      0.00      2.58      0.00     13.82
12:43:48 AM     all     54.14      0.00     13.24      0.00     21.51      0.00      2.84      0.00      8.27
12:43:50 AM     all     53.66      0.00     14.88      0.00     15.37      0.00      2.93      0.00     13.17
12:43:52 AM     all     49.76      0.00     14.35      0.00     22.97      0.00      2.63      0.00     10.29
12:43:54 AM     all     52.10      0.00     12.38      0.23     20.09      0.00      2.80      0.00     12.38
12:43:56 AM     all     53.73      0.00     14.46      0.00     14.70      0.00      3.37      0.00     13.73
12:43:58 AM     all     54.69      0.00     13.38      0.00     18.78      0.00      3.52      0.00      9.62
12:44:00 AM     all     51.03      0.00     13.21      0.00     18.68      0.00      4.33      0.00     12.76
12:44:02 AM     all     52.29      0.00     15.83      0.00     16.51      0.00      2.75      0.00     12.61
12:44:04 AM     all     53.77      0.00     15.57      0.00     14.84      0.00      3.41      0.00     12.41
12:44:06 AM     all     52.78      0.00     12.69      0.00     22.72      0.00      3.79      0.00      8.02
12:44:08 AM     all     54.92      0.00     14.87      0.00     13.43      0.00      3.60      0.00     13.19
12:44:10 AM     all     50.70      0.00     16.20      0.00     15.96      0.00      3.76      0.00     13.38
12:44:12 AM     all     52.06      0.00     13.99      0.23     18.35      0.00      4.13      0.00     11.24
12:44:14 AM     all     47.48      0.00     18.47      0.00     19.42      0.00      3.36      0.00     11.27
12:44:16 AM     all     55.71      0.00     12.82      0.00     18.41      0.00      4.20      0.00      8.86
12:44:18 AM     all     52.98      0.00     12.84      0.00     16.97      0.00      3.67      0.00     13.53
12:44:20 AM     all     49.77      0.00     17.06      0.00     17.76      0.00      4.21      0.00     11.21
12:44:22 AM     all     47.74      0.00     12.59      0.00     23.28      0.00      3.33      0.00     13.06
12:44:25 AM     all     48.83      0.00     14.79      0.00     19.72      0.00      4.69      0.00     11.97
12:44:27 AM     all     49.41      0.00     10.82      0.00     23.29      0.00      3.76      0.00     12.71
12:44:29 AM     all     48.33      0.00     14.05      0.00     19.52      0.00      5.00      0.00     13.10
12:44:31 AM     all     46.99      0.00     12.47      0.00     19.82      0.00      2.90      0.00     17.82
12:44:33 AM     all     51.85      0.00     14.35      0.00     15.74      0.00      3.70      0.00     14.35
12:44:35 AM     all     54.65      0.00     13.37      0.00     16.23      0.00      3.58      0.00     12.17
12:44:37 AM     all     47.14      0.00     12.86      0.00     22.38      0.00      3.10      0.00     14.52
12:44:39 AM     all     48.58      0.00     13.92      0.00     19.10      0.00      3.77      0.00     14.62
12:44:41 AM     all     50.57      0.00     12.53      0.00     16.63      0.00      3.64      0.00     16.63
12:44:43 AM     all     52.34      0.00     13.32      0.00     16.36      0.00      3.27      0.00     14.72
12:44:45 AM     all     51.32      0.00     14.63      0.00     17.99      0.00      5.28      0.00     10.79
12:44:47 AM     all     52.52      0.00     14.63      0.00     16.79      0.00      4.56      0.00     11.51
12:44:49 AM     all     40.38      0.00     10.58      0.00     12.02      0.00      2.16      0.00     34.86
